frame,track_id,vehicle_class,x1,y1,x2,y2,centroid_x,centroid_y
36,21,truck,1317,439,1404,555,1360,497
36,64,car,718,218,778,258,748,238
36,87,person,890,364,915,422,902,393
36,90,person,1676,794,1707,868,1691,831
36,91,car,1327,570,1431,686,1379,628
36,19,car,1330,586,1388,685,1359,635
36,31,car,944,339,986,395,965,367
36,63,car,604,563,668,638,636,600
36,20,car,685,328,741,387,713,357
37,1,bus,511,563,799,1016,655,789
37,2,car,420,662,573,834,496,748
37,3,car,600,428,710,532,655,480
37,5,car,1398,611,1509,729,1453,670
37,7,car,17,732,249,932,133,832
37,8,car,404,505,537,627,470,566
37,11,car,1541,845,1653,978,1597,911
37,12,person,1240,576,1271,644,1255,610
37,16,car,529,371,621,447,575,409
37,21,truck,1316,439,1404,555,1360,497
37,64,car,720,219,776,260,748,239
37,87,person,890,367,915,423,902,395
37,90,person,1677,792,1706,866,1691,829
37,91,car,1328,585,1418,687,1373,636
37,19,car,1331,592,1388,685,1359,638
37,31,car,942,341,986,398,964,369
37,63,car,601,568,668,646,634,607
37,20,car,684,330,740,389,712,359
37,50,truck,1561,381,1918,856,1739,618
37,18,car,746,297,810,357,778,327
37,65,car,661,265,718,312,689,288
38,1,bus,503,568,797,1028,650,798
38,2,car,410,671,569,845,489,758
38,3,car,596,431,706,536,651,483
38,5,car,1399,611,1509,729,1454,670
38,7,car,6,739,241,942,123,840
38,8,car,397,509,532,633,464,571
38,11,car,1540,844,1655,981,1597,912
38,12,person,1241,578,1272,648,1256,613
38,16,car,526,373,619,450,572,411
38,21,truck,1314,439,1405,555,1359,497
38,64,car,717,219,776,261,746,240
38,87,person,889,369,913,425,901,397
38,90,person,1676,790,1706,863,1691,826
38,91,car,1328,586,1412,686,1370,636
38,19,car,1331,594,1387,685,1359,639
38,31,car,943,343,986,399,964,371
38,63,car,596,572,668,655,632,613
38,20,car,684,330,740,391,712,360
38,101,car,777,450,832,535,804,492
38,102,car,826,185,877,222,851,203
38,50,truck,1561,379,1918,862,1739,620
38,18,car,745,299,810,360,777,329
38,40,person,922,541,960,636,941,588
39,1,bus,493,576,795,1039,644,807
39,2,car,402,677,559,857,480,767
39,3,car,593,433,704,541,648,487
39,5,car,1400,611,1509,729,1454,670
39,7,car,0,747,235,956,117,851
39,8,car,393,513,530,639,461,576
39,11,car,1541,845,1654,982,1597,913
39,12,person,1241,579,1273,651,1257,615
39,16,car,524,375,618,452,571,413
39,21,truck,1318,440,1402,556,1360,498
39,64,car,716,220,776,262,746,241
39,87,person,888,373,912,432,900,402
39,90,person,1676,789,1705,854,1690,821
39,19,car,1331,595,1386,685,1358,640
39,63,car,591,577,664,661,627,619
39,20,car,681,334,739,395,710,364
39,101,car,777,454,831,536,804,495
39,102,car,826,186,876,222,851,204
39,50,truck,1561,378,1917,857,1739,617
39,18,car,746,301,810,361,778,331
39,40,person,924,546,960,638,942,592
39,24,car,1313,546,1367,603,1340,574
39,65,car,657,267,716,317,686,292
40,1,bus,490,581,794,1052,642,816
40,2,car,391,686,554,870,472,778
40,3,car,590,436,702,545,646,490
40,5,car,1400,610,1509,728,1454,669
40,7,car,0,757,228,968,114,862
40,8,car,388,517,527,643,457,580
40,11,car,1542,846,1653,984,1597,915
40,12,person,1241,582,1274,654,1257,618
40,16,car,519,376,616,456,567,416
40,21,truck,1319,440,1402,557,1360,498
40,64,car,716,219,774,262,745,240
